1	12	İdârî Birimin Yeni Harflerle Adı	Eski Harflerle Adı	Unvani 1 raw	Unvan 1	Unvan 1 year	Unvan 1 note	Bagli raw	Bagli 1 1	Bagli 1 2	Bagli 1 3	Bagli 1 4	Unvani 2 raw	Unvan 2	Unvan 2 year	Unvan 2 note	Bagli 2 raw	Bagli 2 1	Bagli 2 2	Bagli 2 3	Bagli 2 4	Unvani 3 raw	Unvan 3	Unvan 3 year	Unvan 3 note	Bagli 3 raw	Bagli 3 1	Bagli 3 2	Bagli 3 3	Bagli 3 4	Unvani 4 raw	Unvan 4	Unvan 4 year	Unvan 4 note	Bagli 4 raw	Bagli 4 1	Bagli 4 2	Bagli 4 3	Bagli 4 4	Unvani 5 raw	Unvan 5	Unvan 5 year	Unvan 5 note	Bagli 5 raw	Bagli 5 1	Bagli 5 2	Bagli 5 3	Bagli 5 4	Unvani 6 raw	Unvan 6	Unvan 6 year	Unvan 6 note	Bagli 6 raw	Bagli 6 1	Bagli 6 2	Bagli 6 3	Bagli 6 4	Unvani 7	Bagli 7	Unvani 8	Bagli 8	Unvani 9	Bagli 9	Unvani 10	Bagli 10	Unvani 11	Bagli 11	Unvani 12	Bagli 12	Unvani 13	Bagli 13	Unvani 14	Bagli 14
103	103	AKABE (Kal‘atü‘l-Akabe) (Akabetü‘l-Eyle)	عقبه	Nahiye	Nahiye			El-Vech>Medine>Hicaz vilâyeti		El-Vech	Medine	Hicaz vilâyeti	Kaza (~1910)	Kaza	~1910		Hicaz vilâyeti				Hicaz vilâyeti	Kaza	Kaza		Kızıldeniz kenarında antik “Eyle” kentine giriş boğazında olduğu için “Akabe-i Eyle” denildi sonra yalnız “Akabe” s.zü kullanıldı.	Ürdün				Ürdün																																											
104	104	AKARSU (İstilil)	آقارصو	Nahiye	Nahiye			Nusaybin>Mardin			Nusaybin	Mardin																																																													
105	105	AKARSU (Alakilise)	آقارصو	Nahiye (1865)	Nahiye	1865		Refahiye>Erzincan>Erzurum vilâyeti		Refahiye	Erzincan	Erzurum vilâyeti	Nahiye (1924)	Nahiye	1924		Refahiye>Erzincan			Refahiye	Erzincan																																																				
106	106	AKÇAÂBÂD (Polathane)	آقچه آباد	Nahiye	Nahiye			Merkez>Trabzon>Rum eyâleti		Merkez	Trabzon	Rum eyâleti	Kaza	Kaza			Trabzon>Trabzon eyâleti			Trabzon	Trabzon eyâleti	Kaza (1924)	Kaza	1924		Trabzon				Trabzon																																											
107	107	Akçaâbâd (AKÇAOVA)	آقچه آباد	Nahiye	Nahiye			Ayasuluğ>Aydın>Anadolu eyâleti		Ayasuluğ	Aydın	Anadolu eyâleti	Nahiye	Nahiye			Çine>Aydın			Çine	Aydın																																																				
108	108	AKÇADAĞ (Arga)	آقچه طاغ	Nahiye	Nahiye			Merkez>Malatya>Mamûretülaziz		Merkez	Malatya	Mamûretülaziz	Kaza (1834)	Kaza	1834		Harput eyâleti				Harput eyâleti	Kaza (1855)	Kaza	1855		Diyarbakır eyâleti				Diyarbakır eyâleti	Kaza (1877)	Kaza	1877		Mamûretülaziz vilâyeti				Mamûretülaziz vilâyeti	Kaza (1924)	Kaza	1924		Malatya				Malatya																									
109	109	AKÇAHİSAR	آقچه حصار	Nahiye (Şimdiki yeri tesbit edilemedi. Manavgat’ın “Hisar” mahallesi var.)	Nahiye		Şimdiki yeri tesbit edilemedi. Manavgat’ın “Hisar” mahallesi var.	Manavgat>Alâiye>Anadolu eyâleti		Manavgat	Alâiye	Anadolu eyâleti																																																													
110	110	AKÇAHİSAR (Krupa)	آقچه حصار	Kaza (1881)	Kaza	1881		İşkodra>İşkodra vilâyeti			İşkodra	İşkodra vilâyeti	Kaza	Kaza			Dıraç>İşkodra vilâyeti			Dıraç	İşkodra vilâyeti																																																				
111	111	AKÇAKALE	آقچه قلعه	Sancak (1520)	Sancak	1520		Diyarbakır eyâleti				Diyarbakır eyâleti	Köy	Köy			Merkez>Ergâni>Diyarbakır		Merkez	Ergani	Diyarbakır																																																				
112	112	AKÇAKALE	آقچه قلعه	Nahiye	Nahiye			Hısn-ı keyf ve Siird>Diyarbakır			Hısn-ı keyf ve Siird	Diyarbakır																																																													
113	113	AKÇAKALE (Harran bölgesinde kuruldu. Harran da nahiye olarak bu kazaya bağlandı.)	آقچه قلعه	Köy	Köy			Merkez>Harran>Urfa		Merkez	Harran	Urfa	Kaza (1946)	Kaza	1946		Şanlıurfa				Şanlıurfa																																																				
114	114	AKÇAKENT	آقچه کند	Nahiye	Nahiye			Çiçekdağı>Kırşehir			Çiçekdağı	Kırşehir	Kaza (~1990)	Kaza	~1990		Kırşehir				Kırşehir																																																				
115	115	AKÇAKIŞLA (Ağcakışla)	آقچه قشله	Nahiye	Nahiye			Şarkışla>Sivas			Şarkışla	Sivas																																																													
116	116	AKÇAKOCA (Akçaşehir)	آقچه قوجه	Nahiye (1870-1933)	Nahiye	1870-1933		Düzce>Bolu			Düzce	Bolu	Kaza (1934)	Kaza	1934		Bolu				Bolu	Kaza (1999)	Kaza	1999		Düzce				Düzce																																											
117	117	AKÇAKOYUNLU (Haral)	آقچه قويونلی	Nahiye	Nahiye			Ayıntab>Halep>Halep vilâyeti		Ayıntab	Halep	Halep vilâyeti	Köy	Köy			Doğanpınar>Oğuzeli>G.Antep		Doğanpınar	Oğuzeli	Gaziantep																																																				
118	118	AKÇAN (Mercimekkale) (Sakavi)	آقچان	Nahiye	Nahiye			Merkez>Muş>Bitlis		Merkez	Muş	Bitlis	Naniye (1924)	Nahiye	1924		Merkez>Muş			Merkez	Muş																																																				
119	119	AKÇAOVA (Akçaâbâd)	آقچه اووه	Nahiye (~1530)	Nahiye	~1530		Ayasuluğ>Aydın>Anadolu eyâleti		Ayasuluğ	Aydın	Anadolu eyâleti	Nahiye (1924)	Nahiye	1924		Çine>Aydın			Çine	Aydın																																																				
120	120	AKÇAOVA (Akçaâbâd)	آقچه اووه	Nahiye	Nahiye			Kandıra>Kocaeli			Kandıra	Kocaeli																																																													
121	121	AKÇAPINAR (Vaskovan)	آقچه پيگار	Nahiye (1777)	Nahiye	1777		Çemişgezek>Dersim>Mamûretülaziz		Çemişgezek	Dersim	Mamûretülaziz	Nahiye (1926)	Nahiye	1926		Çemişgezek>Elâzığ			Çemişgezek	Elâzığ	Nahiye (1935)	Nahiye	1935		Çemişgezek>Tunceli			Çemişgezek	Tunceli																																											
122	122	AKÇASIR (Aygün)	آقچه سير	Nahiye	Nahiye			Kulp>Diyarbakır			Kulp	Diyarbakır																																																													
123	123	Akçaşehir (SÖKE)	آقچه شهر	Sancak Mrk. (17.yy.)	Sancak merkezi	17. yy.		Sığla>Kaptanpaşa eyâleti			Sığla	Kaptanpaşa eyâleti	Kaza (1841)	Kaza	1841		Sığla>Aydın eyâleti			Sığla	Aydın eyâleti	Kaza (1867)	Kaza	1867		Sığla>Aydın vilâyeti			Sığla	Aydın vilâyeti	Kaza (1924)	Kaza	1924		Aydın				Aydın																																		
124	124	Akçaşehir (AKÇAKOCA)	آقچه شهر	Kaza (1841)	Kaza	1841		Bolu>Kastamonu eyâleti			Bolu	Kastamonu eyâleti	Nahiye (1865)	Nahiye	1865		Düzce>Bolu>Kastamonu vilâyeti		Düzce	Bolu	Kastamonu vilâyeti	Nahiye (1933)	Nahiye	1933		Düzce>Bolu			Düzce	Bolu	Kaza (1934)	Kaza	1934		Bolu				Bolu	Kaza (1999)	Kaza	1999		Düzce				Düzce																									
125	125	AKÇAŞEHİR	آقچه شهر	Kasaba	Kasaba			Merkez>Karaman>Konya		Merkez	Karaman	Konya	Kasaba (Eyâlet döneminde Eskiil ve Hatinderbendi ile ü.ü bir kaza oluşturmuştur.)	Kasaba		Eyâlet döneminde Eskiil ve Hatinderbendi ile ü.ü bir kaza oluşturmuştur.	Merkez>Karaman			Merkez	Karaman																																																				
126	126	AKÇAY maa TERME	آقچای مع ترمه	Kaza (1585)	Kaza	1585		Canik>Trabzon eyâleti			Canik	Trabzon eyâleti																																																													
127	127	AKÇAY	آقچای	Köy	Köy			Merkez>Terme>Samsun		Merkez	Terme	Samsun																																																													
128	128	AKÇAY (Kaşçiftliği)	آقچای	Nahiye (1958)	Nahiye	1958		Elmalı>Antalya			Elmalı	Antalya																																																													
129	129	Akdağ (Çayırşeyhi) (ÇAYIRALAN)	آقطاغ	Nahiye (16.yy.)	Nahiye	16. yy.		Bozok>Bozok>Zülkadriye eyâleti		Bozok	Bozok	Zülkadriye eyâleti	Nahiye (1872)	Nahiye	1872		Boğazlıyan>Yozgat>Ankara vilâyeti		Boğazlıyan	Yozgat	Ankara vilâyeti	Nahiye (1924)	Nahiye	1924		Boğazlıyan>Yozgat			Boğazlıyan	Yozgat	Kaza (1948)	Kaza	1948		Yozgat				Yozgat																																		
130	130	AKDAĞ (Zana=Çiğdemlik)	آقطاغ	Nahiye	Nahiye			Merkez>Amasya>Rum eyâleti		Merkez	Amasya	Rum eyâleti	Nahiye (1924)	Nahiye	1924		Merkez>Amasya			Merkez	Amasya																																																				
131	131	AKDAĞMADENİ	آقطاغ معدنی	Nahiye (1830)	Nahiye	1830		Bozok>Sivas eyâleti			Bozok	Sivas eyâleti	Kaza (1860)	Kaza	1860		Bozok>Bozok eyâleti			Bozok	Bozok eyâleti	Kaza (1872)	Kaza	1872		Yozgat>Ankara vilâyeti			Yozgat	Ankara vilâyeti	Kaza (1924)	Kaza	1924		Yozgat				Yozgat																																		
132	132	AKDEMİR Şavak (Abşeker)	آقدمير	Nahiye (1877)	Nahiye	1877		Pertek>Dersim>Mam.retülaziz vilâyeti		Pertek	Dersim	Mamûretülaziz vilâyeti	Nahiye (1924)	Nahiye	1924		Pertek>Elâzığ			Pertek	Elâzığ	Nahiye (1935)	Nahiye	1935		Pertek>Tunceli			Pertek	Tunceli																																											
133	133	AKFAS	اقفاص	Kasaba	Kasaba			Mısır eyâleti				Mısır eyâleti																																																													
134	134	Akgevir (AKSU)	آقگوير	Nahiye	Nahiye			Merkez>Diyarbakır>Diyarbakır		Merkez	Diyarbakır	Diyarbakır	Köy	Köy			Merkez>Mazıdağı>Mardin		Merkez	Mazıdağı	Mardin																																																				
135	135	AKHİSAR (Bogovina) (İskovile=Vakıf)	آقحصار	Kaza (1866)	Kaza	1866		Travnik>Bosna vilâyeti			Travnik	Bosna vilâyeti																																																													
136	136	Akhisar (PAMUKOVA)	آقحصار	Kaza	Kaza			Hudavendigâr>Anadolu eyâleti			Hudavendigâr	Anadolu eyâleti	Nahiye (1878)	Nahiye	1878		Geyve>İzmit>Şehremâneti		Geyve	İzmit	Şehremâneti	Nahiye (1954)	Nahiye	1954		Geyve>Sakarya			Geyve	Sakarya	Kaza (~1990)	Kaza	~1990		Sakarya				Sakarya																																		
137	137	AKHİSAR	آقحصار	Kaza	Kaza			Saruhan>Anadolu eyâleti			Saruhan	Anadolu eyâleti	Kaza (1841)	Kaza	1841		Saruhan>Aydın eyâleti			Saruhan	Aydın eyâleti	Kaza (1924)	Kaza	1924		Manisa				Manisa																																											
138	138	AKINCI (Kasır)	آقنجی	Nahiye	Nahiye			Merkez>Mardin			Merkez	Mardin																																																													
139	139	AKINCILAR (Ezbider) (Ezbider-i Bâlâ)	آقنجيلر	Nahiye (1924)	Nahiye	1924		Suşehri>K.Hisar-i Şarkî>Sivas		Suşehri	Karahisar-ı Şarkî	Sivas	Nahiye (1933)	Nahiye	1933		Suşehri>Sivas			Suşehri	Sivas	Kaza (~1990)	Kaza	~1990		Sivas				Sivas																																											
140	140	AKINCILAR (Tokaris)	آقنجيلر	Nahiye (1877)	Nahiye	1877		Kâhta>Malatya>Mamûretülaziz vilâyeti		Kâhta	Malatya	Mamûretülaziz vilâyeti	Nahiye (1924)	Nahiye	1924		Kâhta>Malatya			Kâhta	Malatya	Nahiye (1954)	Nahiye	1954		Kâhta>Adıyaman			Kâhta	Adıyaman																																											
141	141	Akıncılar (SELÇUK)	آقنجيلر	Nahiye	Nahiye			Kuşadası>İzmir			Kuşadası	İzmir	Kaza (1957) (Bir müddet “Akıncılar” adıyla anılan Selçuk, 1957’de yine “Selçuk” adıyla kaza oldu.)	Kaza	1957	Bir müddet “Akıncılar” adıyla anılan Selçuk, 1957’de yine “Selçuk” adıyla kaza oldu.)	İzmir				İzmir																																																				
142	142	AKKA	عکا	Nahiye (1517)	Nahiye	1517		Safed>Arap vilâyeti			Safed	Arap vilâyeti	Sancak (1520)	Sancak	1520		Şam eyâleti				Şam eyâleti	Sancak (1660)	Sancak	1660		Sayda eyâleti				Sayda eyâleti	Sancak (1865)	Sancak	1865		Suriye vilâyeti				Suriye vilâyeti	Sancak (1888)	Sancak	1888		Beyrut vilâyeti				Beyrut vilâyeti																									
143	143	AKKAR	آکار	Nahiye (1517)	Nahiye	1517		Trablus>Arap vilâyeti			Trablus	Arap vilâyeti	Kaza (1847)	Kaza	1847		Trablusşam>Sayda eyâleti			Trablusşam	Sayda eyâleti	Kaza (1865)	Kaza	1865		Suriye vilâyeti				Suriye vilâyeti	Kaza (1888)	Kaza	1888		Beyrut vilâyeti				Beyrut vilâyeti																																		
144	144	AKKAYA (Yaka)	آق قيا	Kaza (1841)	Kaza	1841		Sinop>Kastamonu eyâleti			Sinop	Kastamonu eyâleti	Nahiye (1865)	Nahiye	1865		Merkez>Kastamonu>Kastamonu vilâyeti		Merkez	Kastamonu	Kastamonu vilâyeti	Nahiye (1924)	Nahiye	1924		Merkez>Kastamonu			Merkez	Kastamonu																																											
145	145	AKKIŞLA (Kuzugüdenli)	آق قشله	Nahiye (1865)	Nahiye	1865		Aziziye>Sivas>Sivas vilâyeti		Aziziye	Sivas	Sivas vilâyeti	Nahiye	Nahiye			Bünyan>Sivas>Sivas vilâyeti		Bünyan	Sivas	Sivas vilâyeti	Nahiye (1911)	Nahiye	1911		Bünyan>Kayseri			Bünyan	Kayseri	Kaza (~1990)	Kaza	~1990		Kayseri				Kayseri																																		
146	146	AKKİRMAN (Belgorod-Dinestrouski)	آق کيرمان	Sancak	Sancak			Rumeli eyâleti				Rumeli eyâleti	Sancak (1593)	Sancak	1593		Özü eyâleti				Özü eyâleti	Sancak	Sancak			Silistre eyâleti				Silistre eyâleti	Sancak (1812)	Sancak	1812		Rusya				Rusya																																		
147	147	AKKİSİ	آق کيسی	Kaza (Şimdiki yeri belirlenemedi.)	Kaza		Şimdiki yeri belirlenemedi.	Siirt>Diyarbakır eyâleti			Siirt	Diyarbakır eyâleti																																																													
148	148	AKKÖPRÜ (Şimdiki yeri belirlenemedi.)	آق کوپری	Nahiye	Nahiye			Gerede>Bolu>Kastamonu vilâyeti		Gerede	Bolu	Kastamonu vilâyeti																																																													
149	149	AKKÖPRÜ	آق کوپری	Kaza (~1849)	Kaza	~1849		Ankara>Bozok eyâleti			Ankara	Bozok eyâleti	Nahiye (1867)	Nahiye	1867		Mihallıççık>Ankara>Ankara vilâyeti		Mihalıççık	Ankara	Ankara vilâyeti	Köy	Köy			Beylikahır>Mihallıççık>Eskişehir		Beylikahır	Mihalıççık	Eskişehir																																											
150	150	AKKÖY	آق کوی	Kasaba	Kasaba			Merkez>Merkez>Denizli		Merkez	Merkez	Denizli	Kaza (~1990)	Kaza	~1990		Denizli				Denizli																																																				
151	151	Akköy (BULANCAK)	آق کوی	Köy	Köy			Kebsil>Ordu>Canik>Rum eyâleti	Kebsil	Ordu	Canik	Rum eyâleti	Nahiye	Nahiye			Ordu>Ordu>Trabzon eyâleti		Ordu	Ordu	Trabzon eyâleti	Nahiye (1868)	Nahiye	1868		Giresun>Trabzon>Trabzon vilâyeti		Giresun	Trabzon	Trabzon vilâyeti	Nahiye (1924)	Nahiye	1924		Merkez>Giresun			Merkez	Giresun	Kaza (1934)	Kaza	1934		Giresun				Giresun																									
152	152	AKKÖY	آق کوی	Nahiye (Bu nahiye bölgesinde Didim ilçesi kuruldu ve nahiyenin köyleri yeni ilçeye bağlandı.)	Nahiye		Bu nahiye bölgesinde Didim ilçesi kuruldu ve nahiyenin köyleri yeni ilçeye bağlandı.	Söke>Aydın			Söke	Aydın																																																													
153	153	AKKUŞ (Karakuş) (Yazlıkbelen)	آق قوش	Kaza	Kaza			Ordu>Sivas eyâleti			Ordu	Sivas eyâleti	Kaza	Kaza			Ordu>Trabzon eyâleti			Ordu	Trabzon eyâleti	Nahiye (1892)	Nahiye	1892		Ünye>Canik>Trabzon vilâyeti		Ünye	Canik	Trabzon vilâyeti	Nahiye (1920)	Nahiye	1920		Ünye>Ordu			Ünye	Ordu	Kaza (1954)	Kaza	1954		Ordu				Ordu																									
154	154	AKMESCİT (Simferopol)	آق مسجد	Eyâlet Mrk.	Eyâlet merkezi			Kırım eyâleti (hanlığı)				Kırım eyâleti (hanlığı)	Şehir (Yarımadanın merkezinde Kırım Tatar Hanlığı zamanında kurulmuş.) 	Şehir		Yarımadanın merkezinde Kırım Tatar Hanlığı zamanında kurulmuş.	Rusya				Rusya																																																				
155	155	AKMEŞE (Armişe)	آق ميشه	Nahiye (1878)	Nahiye	1878		Merkez>İzmit>Şehremâneti		Merkez	İzmit	Şehremâneti	Nahiye (1920)	Nahiye	1920		Merkez>Kocaeli			Merkez	Kocaeli																																																				
156	156	AKOVA (Bjelopolje)	آق اووه	Kaza (1580)	Kaza	1580		Yenipazar>Bosna eyâleti			Yenipazar	Bosna eyâleti	Kaza (1877)	Kaza	1877		Yenipazar>Kosova vilâyeti			Yenipazar	Kosova vilâyeti	Kaza (1913)	Kaza	1913		Karadağ C.>Yugoslavya			Karadağ C.	Yugoslavya																																											
157	157	AKÖREN (Akviran)	آق ويران	Nahiye (1865)	Nahiye	1865		Merkez>Amasya>Sivas vilâyeti		Merkez	Amasya	Sivas vilâyeti	Köy	Köy			Merkez>Suluova>Amasya		Merkez	Suluova	Amasya																																																				
158	158	AKÖREN (Akviran)	آق ويران	Nahiye	Nahiye			Aziziye>Sivas>Sivas vilâyeti		Aziziye	Sivas	Sivas vilâyeti	Köy	Köy			Kaynar>Pınarbaşı>Kayseri		Kaynar	Pınarbaşı	Kayseri																																																				
159	159	AKÖREN (Akviran)	آق ويران	Nahiye Mrk.	Nahiye merkezi			Mollafeneri>Gebze>Kocaeli		Mollafeneri	Gebze	Kocaeli																																																													
160	160	AKÖREN (Akviran)	آق ويران	Nahiye (1926)	Nahiye	1926		Çumra>Konya			Çumra	Konya	Kaza (~1990)	Kaza	~1990		Konya				Konya																																																				
161	161	AKPALANKA (Arzerpalanka)	آق پلانقه	Kasaba (1864)	Kasaba	1864		Merkez>Vidin>Tuna vilâyeti		Merkez	Vidin	Tuna vilâyeti	Kasaba	Kasaba			Romanya				Romanya																																																				
162	162	AKPAZAR (Çarsancak) (Peri)	آق بازار	Kaza (1846)	Kaza	1846		Diyarbakır eyâleti				Diyarbakır eyâleti	Kaza (1855)	Kaza	1855		Harput>Diyarbakır eyâleti			Harput	Diyarbakır eyâleti	Kaza (1877)	Kaza	1877		Dersim>Mamûretülaziz vilâyeti			Dersim	Mamûretülaziz vilâyeti	Nahiye (1926)	Nahiye	1926		Mazgirt>Elâzığ			Mazgirt	Elâzığ	Nahiye (1935) (Sancak iken merkezi “Pertek” idi. Şimdiki merkezine kaza olunca taşındı.)	Nahiye	1935	Sancak iken merkezi “Pertek” idi. Şimdiki merkezine kaza olunca taşındı.)	Mazgirt>Tunceli			Mazgirt	Tunceli																									
163	163	AKPINAR (Hanakpınar)	آق پيگار	Nahiye	Nahiye			Merkez>Diyarbakır			Merkez	Diyarbakır	Kaza (1937)	Kaza	1937		Diyarbakır				Diyarbakır																																																				
164	164	AKPINAR (Kuşkayası)	آق پيگار	Nahiye	Nahiye			Kangal>Sivas			Kangal	Sivas																																																													
165	165	AKPINAR	آق پيگار	Nahiye	Nahiye			Kaman>Kırşehir			Kaman	Kırşehir	Kaza (~1990)	Kaza	~1990		Kırşehir				Kırşehir																																																				
166	166	AKPINAR	آق پيگار	Nahiye	Nahiye			Merkez>Adıyaman			Merkez	Adıyaman																																																													
167	167	AKPINAR (Bel-izvar)	آق پيگار	Nahiye (1865)	Nahiye	1865		Eğridere>Gümülcine>Edirne vilâyeti		Eğridere	Gümülcine	Edirne vilâyeti	Nahiye (1919)	Nahiye	1919		Eğridere>Gümülcine>Yunanistan		Eğridere	Gümülcine	Yunanistan																																																				
168	168	AKRA	عقره	Kaza	Kaza			Musul>Bağdad vilâyeti			Musul	Bağdad vilâyeti	Kaza	Kaza			Musul>Irak			Musul	Irak																																																				
169	169	AKRKOF	عقرقوف	Kaza	Kaza			Bağdad>Bağdad maa Şehrizor eyâleti			Bağdad	Bağdad maa Şehrizor eyâleti																																																													
170	170	AKSAKAL	آق صقال	Nahiye (1957)	Nahiye	1957		Bandırma>Balıkesir			Bandırma	Balıkesir																																																													
171	171	AKSARAY	آق سرای	Sancak (1525)	Sancak	1525		Karaman eyâleti				Karaman eyâleti	Kaza (1865)	Kaza	1865		Niğde>Konya vilâyeti			Niğde	Konya vilâyeti	Müstakil sancak	Müstakil sancak			Aksaray sancağı				Aksaray sancağı	Vilâyet (1924)	Vilâyet	1924		Aksaray				Aksaray	Kaza (1933)	Kaza	1933		Niğde				Niğde	Vilâyet (1989)	Vilâyet	1989		Aksaray				Aksaray																
172	172	AKSAZ	آقساز	Nahiye (16.yy.)	Nahiye	16. yy.		Anamur>İçil>Karaman eyâleti		Anamur	İçil	Karaman eyâleti																																																													
173	173	AKSAZ	آقساز	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Alâiye>Anadolu eyâleti		Merkez	Alâiye	Anadolu eyâleti	Köy	Köy			Merkez>Manavgat>Antalya		Merkez	Manavgat	Antalya																																																				
174	174	AKSEKİ (Nevahi-i Alâiye) (Marulya)	آقسکی	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Alâiye>Anadolu eyâleti		Merkez	Alâiye	Anadolu eyâleti	Kaza (~1846)	Kaza	~1846		Alâiye>Karaman			Alâiye	Karaman	Kaza (1868)	Kaza	1868		Teke>Konya vilâyeti			Teke	Konya vilâyeti	Kaza (1924)	Kaza	1924		Antalya				Antalya																																		
175	175	AKSU (Anamas)	آقصو	Nahiye	Nahiye			Eğirdir>Hamid>Anadolu eyâleti		Eğirdir	Hamid	Anadolu eyâleti	Nahiye (1924)	Nahiye	1924		Eğirdir>Isparta			Eğirdir	Isparta	Kaza (~1990)	Kaza	~1990		Isparta				Isparta																																											
176	176	AKSU (Macun)	آقصو	Nahiye	Nahiye			Merkez>Antalya			Merkez	Antalya																																																													
177	177	AKSU	آقصو	Şehir	Şehir			Doğu Türkistan				Doğu Türkistan																																																													
178	178	AKŞAR	آقشار	Nahiye (1865)	Nahiye	1865		Suşehri>K.Hisar-ı Şarkî>Sivas vilâyeti		Suşehri	Karahisar-ı Şarkî	Sivas vilâyeti	Köy	Köy			Merkez>Suşehri>Sivas		Merkez	Suşehri	Sivas																																																				
179	179	AKŞAR (Kosor)	آقشار	Nahiye	Nahiye			Oltu>Erzurum			Oltu	Erzurum	Nahiye (1946)	Nahiye	1946		Şenkaya>Erzurum			Şenkaya	Erzurum																																																				
180	180	AKŞAR (Hakif) (Şiriz)	آقشار	Nahiye (1878)	Nahiye	1878		Hizan>Bitlis>Bitlis vilâyeti		Hizan	Bitlis	Bitlis vilâyeti	Nahiye (1935)	Nahiye	1935		Hizan>Bitlis			Hizan	Bitlis																																																				
